listing_id,artist,title,label,catalog_number,year,format,format_details,media_condition,sleeve_condition,price,status,ships_from,comments
3747973519,Eddie Hardin,Survival,"Coda Records (3), Coda Records (3)","CODA 834 142-1, NAGE 19",1988,"LP, Album",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.25,For Sale,United Kingdom,Still in opened shrinkwrap.
3747973516,"Eddy ""G"" Giles* And The Jive 5*",While I'm Away,Murco,1034,1967,"7"", Single",,Very Good (VG),Generic,GBP 3.49,For Sale,United Kingdom,PLAYS WITH OCCASIONAL LIGHT BACK GROUND CRACKLE.  WOL. PLAIN SLEEVE.
3747973507,Eddie Cochran,Words And Music,Rockstar Records (2),RSR-LP 1005,1982,"LP, Comp, Mono",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 5.08,For Sale,United Kingdom,LOOKS UNPLAYED !
3747973477,Eddie And The Hot Rods,Teenage Depression,Island Records,ILPS 9457,1977,"LP, Album, San",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 13.72,For Sale,United Kingdom,VG++ VINYL (PAPER SCUFFS ONLY). PLAIN BLACK INNER HAS EDGE SPLITS. SLEEVE IS STILL IN SHRINKWRAP. SAW CUT SPINE IMPORT.  GREAT COPY.
3747973498,Eddie Cochran,The Many Sides Of,RockStar Records (2),RSR-LP1001,1979,"LP, Comp, Mono, RE",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 4.45,For Sale,United Kingdom,LIKE NEW ! SUPERB !
3747973456,Eartha Kitt,C'est Si Bon,RCA International (Camden),INTS 1030,1969,"LP, Comp",,Near Mint (NM or M-),Very Good (VG),GBP 2.37,For Sale,United Kingdom,LOOKS BARELY PLAYED - IF AT ALL.  STAINED BACK SLEEVE. 
3747973495,Eddie Cochran,The Hollywood Sessions,Rockstar Records (2),RSR-LP 1009,1985,"LP, Comp, Mono",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 4.45,For Sale,United Kingdom,LOOKS UNPLAYED ! VG++ SLEEVE (SPINE WEAR ONLY)
3747973489,Eddie Cochran,Cherished Memories,Liberty,LBR 1827011,1983,"LP, Album, Mono, RE",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.2,For Sale,United Kingdom,LOOKS UNPLAYED !
3747973468,Hot Rods*,At The Sound Of Speed,"Island Records, Island Records","I E P 5, IEP 5",1977,"7"", EP",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 2.92,For Sale,United Kingdom,
3747973444,"Earth, Wind & Fire",I've Had Enough,"CBS, CBS","CBS A1959, A 1959",1981,"7"", Single, Ora",,Very Good Plus (VG+),No Cover,GBP 0.75,For Sale,United Kingdom,
3747973501,Eddie Cochran,The Young Eddie Cochran,RockStar Records (2),RSR-LP 1006,1982,"LP, Comp, Mono",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 7.64,For Sale,United Kingdom,LIKE NEW ! SUPERB !
3747973462,Ed Ames,My Cup Runneth Over,RCA Victor,RCA 1577,1967,"7"", Single",,Near Mint (NM or M-),Generic,GBP 1.25,For Sale,United Kingdom,From a collection of unplayed or barely played 60’s singles. Clean labels. Plain black sleeve.
3747973459,East Of Eden (2),Jig-A-Jig,Deram,DM 297,1971,"7"", Single, Pap",,Very Good Plus (VG+),Generic,GBP 0.58,For Sale,United Kingdom,EXACT MATCH TO DISCOGS LABEL .CLEAN JUKEBOX LABELS. PLAIN SLEEVE.
3747973453,"Earth, Wind & Fire",Spirit,CBS,CHM 3133,0,"LP, Album, RE",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 10.55,For Sale,United Kingdom,LOOKS BARELY PLAYED - IF AT ALL. ONLY UK SELLERS.
3747973441,Earl Jordan,Sugar Joe,Sovereign (2),SOV 103,1972,"7"", Single",,Near Mint (NM or M-),Generic,GBP 9.89,For Sale,United Kingdom,RARE - ONLY COPY ON DISCOGS.  GLOSSY VINYL - SCUFFED B SIDE LABEL - PLAIN SLEEVE - SUPERB !
3747973504,Eddie Cochran,The Young Eddie Cochran,RockStar Records (2),RSR-LP 1006,1982,"LP, Comp, Mono",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 7.64,For Sale,United Kingdom,LIKE NEW ! SUPERB !
3747973510,Eddie Falcon With Tony Osborne And His Orchestra,Lida Rose / If Ever I Should Fall In Love,Columbia,45-DB 4646,1961,"7""",,Near Mint (NM or M-),Generic,GBP 1.25,For Sale,United Kingdom,THE FULL GLOSS VINYL LOOKS BARELY PLAYED - CLEAN LABELS - EX+ COMPANY SLEEVE.
3747973522,Eddie Hodges,I'm Gonna Knock On Your Door / Ain't Gonna Wash For A Week ,"London Records, London American Recordings",45-HL-A 9369,1961,"7"", Single",,Very Good Plus (VG+),Generic,GBP 1.27,For Sale,United Kingdom,VG++ VERY LIGHT WEAR ONLY -  CLEAN LABELS - COMPANY SLEEVE.
3747973432,Earl Guest,Honky Tonk Train Blues,Columbia,45-DB 4707,1961,"7"", Single",,Very Good Plus (VG+),Generic,GBP 2.34,For Sale,United Kingdom,VG++ VINYL (VERY LIGHT WEAR ONLY). CLEAN LABELS. COMPANY/BIRTH SLEEVE.
3747973483,Eddie Cochran,A Legend In Our Time,Union Pacific,UP001,1971,"LP, Comp",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 4.45,For Sale,United Kingdom,VG++ SLEEVE
3747973480,Eddie Calvert,Il Silenzio,Columbia,DB 7646,1965,"7""",,Very Good (VG),Generic,GBP 0.63,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT - CLEAN LABELS - COMPANY SLEEVE
3747973447,"Earth, Wind & Fire",Let Me Talk,CBS,CBS 8982,1980,"7""",,Very Good Plus (VG+),Very Good (VG),GBP 0.75,For Sale,United Kingdom,PLAYS THROUGH FINE ON BOTH SIDES. SOME FOXING TO THE SLEEVE ONLY.
3747973525,Eddie Holman,(Hey There) Lonely Girl,Stateside,SS 2160,1970,"7"", Single, Sol",,Near Mint (NM or M-),Generic,GBP 11.43,For Sale,United Kingdom,MINT NORTHERN SOUL ! FROM A COLLECTION OF UNPLAYED/BARELY PLAYED 60'S &amp; 70'S SINGLES WERE ARE LISTING THIS AUTUMN (2024). CLEAN LABELS. EX+ BIRTH/COMPANY SLEEVE. BEST ON DISCOGS.HAS MADE £28 ON EBAY.
3747973450,"Earth, Wind & Fire",Saturday Nite,CBS,S CBS 4835,1976,"7"", Single, Kno",,Very Good Plus (VG+),Generic,GBP 1.13,For Sale,United Kingdom,VG++ VINYL (VERY LIGHT WEAR ONLY). CLEAN LABELS. PLAIN SLEEVE.
3747973513,Eddie Floyd,Bring It On Home To Me / Sweet Things You Do,Stax,STAX 108,1969,"7"", Single, Sol",,Near Mint (NM or M-),Generic,GBP 11.31,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - PLAIN SLEEVE - SUPERB ! FROM A FANTASTIC SOUL COLLECTION WE ARE LISTING THIS WINTER  2024 (500 SINGLES).
3747973474,Eddie & The Hot Rods*,Live At The Marquee,Island Records,IEP 2,1976,"7"", EP",,Near Mint (NM or M-),Generic,GBP 11.09,For Sale,United Kingdom,TOTALLY UNMARKED. TOP 100 PUNK SINGLE.
3747973465,Ed Wernov And His Orchestra,Velvet Sound In Stereo,Marble Arch,MALS 827,1968,"LP, Album",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 1.25,For Sale,United Kingdom,
3747973429,The Eagles,Bristol Express,Pye Records,7N.15451,1962,"7"", Single",,Very Good Plus (VG+),Generic,GBP 2.52,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT - CLEAN LABELS - COMPANY SLEEVE
3747973546,Eddy Grant,All The Hits,K-Tel,NE 1284,1984,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 4.03,For Sale,United Kingdom,TOP COPY FROM YOUR 100% TRUSTED SELLER !
3747973558,Eden Kane,I Don't Know Why / Music For Strings,Decca,45-F 11460,1962,"7"", Single",,Very Good Plus (VG+),Generic,GBP 1.25,For Sale,United Kingdom,VG++ VINYL (VERY LIGHT WEAR ONLY). CLEAN LABELS. COMPANY/BIRTH SLEEVE.
3747973627,Elaine Paige,Stages,WEA,24-0228-1,1983,"LP, Album",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.25,For Sale,United Kingdom,"NM PRINTED INNER. BEST ON DISCOGS,"
3747973552,Eddy Grant,"I Love You Yes, I Love You",Ensign,ENY 216,1981,"7"", Single",,Near Mint (NM or M-),Generic,GBP 1.5,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - EX+ COMPANY SLEEVE - SUPERB !
3747973594,Edwin Starr,Contact ,20th Century Fox Records,BTC 2396,1978,"7"", Single, Sol",,Very Good Plus (VG+),Generic,GBP 0.74,For Sale,United Kingdom,CLEAN LABELS - PLAIN SLEEVE. CENTRE HOLE CUT FOR JUKEBOX. 
3747973600,Edwin Starr,"Marvin (From A Friend, To A Friend)",Streetwave,KHAN 12,1984,"7"", Single",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.5,For Sale,United Kingdom,
3747973555,Eden And Tamir,The World Of Two Pianos,"Decca, Decca","SPA 349, SPA.349",1974,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.25,For Sale,United Kingdom,A LOVELY EXAMPLE FROM YOUR 100% TRUSTED DISCOGS VETERAN :)
3747973588,"Edward German / Cynthia Glover, Shirley Minty, Frederick Harvey, Stanley Riley (2), Nigel Brooks Chorus, Gilbert Vinter And His Orchestra",Highlights From Edward German's Tom Jones,His Master's Voice,CSD 3628,0,"LP, Album",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 2.03,For Sale,United Kingdom,LOOKS UNPLAYED !! RARE SOUNDTRACK.
3747973612,Elaine Paige,Far Side Of The Bay,WEA,K 18842,1981,"7""",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 0.85,For Sale,United Kingdom,
3747973609,Elaine Paige,Cinema,WEA,240 511-1,1984,"LP, Album",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.03,For Sale,United Kingdom,NM INNER.
3747973549,Eddy Grant,Can't Get Enough Of You,Ensign,ENY 207,1981,"7"", Single, Kno",,Near Mint (NM or M-),Generic,GBP 1.5,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - EX+ COMPANY SLEEVE - SUPERB !
3747973537,Eddy Arnold,Loving Her Was Easier,RCA Victor,LSP-4625,1971,"LP, Album",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.9,For Sale,United Kingdom,STILL IN OPENED SHRINK - LOOKS UNPLAYED - SUPERB ! 2MM CUT ALONG THE TOP EDGE WHEN IMPORTED.
3747973633,Elaine Paige And Barbara Dickson,I Know Him So Well,RCA,CHESS 3,1984,"7"", Single",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 0.57,For Sale,United Kingdom,VG++ SLEEVE
3747973606,Elaine & Derek*,One Little Robin / Brahms Lullaby,Parlophone,45-R 4783,1961,"7"", Single",,Very Good Plus (VG+),Generic,GBP 0.63,For Sale,United Kingdom,CLEAN LABELS - CREAM/BLACK ORIG COMPANY SLEEVE. 
3747973621,Elaine Paige,Memory,"Polydor, Polydor","POSP 279, 2059 364",1981,"7"", Single, Sil",,Very Good Plus (VG+),Generic,GBP 1.25,For Sale,United Kingdom,SIDE ONE IS NM. SIDE TWO IS VG+ 
3747973534,Eddy Arnold,Lonely People,RCA,LSA 3149,1972,"LP, Album",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 1.9,For Sale,United Kingdom,
3747973561,Eden Kane,I Don't Know Why / Music For Strings,Decca,45-F 11460,1962,"7"", Single",,Very Good Plus (VG+),Generic,GBP 1.37,For Sale,United Kingdom,SIDE ONE IS NM. SIDE TWO IS NM-. CLEAN LABELS. COMPANY/BIRTH SLEEVE. SUPERB COPY.
3747973585,"Grieg*, Orchestra Of The Amsterdam Philharmonic Society*, Walter Goehr",Peer Gynt Suite No.1,"Concert Hall, Concert Hall","M 95, M-95 A",0,"7"", EP",,Near Mint (NM or M-),Very Good (VG),GBP 0.53,For Sale,United Kingdom,
3747973567,Eden Kane,Well I Ask You,"Decca, The Decca Record Company Limited",F 13765,1978,"7"", Single, Mono, RE",,Near Mint (NM or M-),Generic,GBP 1.68,For Sale,United Kingdom,FROM A MINT COLLECTION OF 60'S &amp; 70'S SINGLES WERE ARE LISTING THIS AUTUMN (2024). CLEAN LABELS. NM COMPANY/BIRTH SLEEVE.
3747973540,Eddy Arnold,She's Got Everything I Need,"MGM Records, MGM Records","2315 288, 2315-288",1973,"LP, Album",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 1.68,For Sale,United Kingdom,
3747973582,Edmundo Ros And His Orchestra*,Hollywood Cha Cha Cha,Decca,SKL 4045,1959,LP,,Very Good Plus (VG+),Near Mint (NM or M-),GBP 3.17,For Sale,United Kingdom,VG++ VERY LIGHT WEAR ONLY
3747973618,Elaine Paige,Love Hurts,"WEA, WEA","240796-1, WX28",1985,"LP, Album",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.9,For Sale,United Kingdom,NM INNER. SUPER COPY !
3747973543,Eddy Arnold,The Last Word In Lonesome,RCA Victor,LSP-3622,1974,"LP, Album, RE",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.52,For Sale,United Kingdom,LOOKS UNPLAYED ! STILL OPENED SHRINK WRAP. HALL OF FAME LOGO REISSUE WITH ORANGE LABELS. BEST COPY ON DISCOGS. UNCUT IMPORT.
3747973564,Eden Kane,Well I Ask You,Decca,45-F.11353,1961,"7"", Single",,Very Good Plus (VG+),Generic,GBP 1.16,For Sale,United Kingdom,"NM- VINYL. CLEAN LABELS - COMPANY/BIRTH SLEEVE. SUPERB COPY,"
3747973597,Edwin Starr,It's Called The Rock,"20th Century Fox Records, 20th Century Fox Records","TCD 2420, T-591",1979,"12"", Single",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 0.89,For Sale,United Kingdom,A LOVELY EXAMPLE. ORIGINAL RED STICKER SLEEV AND RCA INNER ARE EXCELLENT PLUS.
3747973636,Elaine Paige And Barbara Dickson,I Know Him So Well,RCA,CHESS 3,1984,"7"", Single",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 0.75,For Sale,United Kingdom,
3747973630,Elaine Paige,Stages,K-Tel,NE 1262,1983,"LP, Album",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 3.17,For Sale,United Kingdom,NM INNER.
3747973576,Edmund Hockridge With The Peter Knight Orchestra*,Song Without End,Pye Records,7N.15276,1960,"7"", Single",,Very Good Plus (VG+),Generic,GBP 1.25,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT - CLEAN LABELS - COMPANY SLEEVE
3747973570,Eden Kane,Well I Ask You,Decca,45-F 11353,1961,"7"", Single",,Very Good Plus (VG+),Generic,GBP 3.0,For Sale,United Kingdom,NM- VINYL. ONE LIGHT MARK ONLY. CLEAN LABELS. COMPANY/BIRTH SLEEVE. O/T TAX CODE LABELS.
3747973573,Edmund Hockridge,Hey There,His Master's Voice,HOCK 1,0,"7"", Single",,Near Mint (NM or M-),Generic,GBP 2.68,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - PLAIN BLACK SLEEVE - SUPERB !
3747973624,Elaine Paige,Sitting Pretty,"Music For Pleasure, Music For Pleasure","MFP 4157041, MFP 41 5704 1",1985,"LP, Album, RE",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.6,For Sale,United Kingdom,LIKE NEW ! SUPERB !
3747973615,Elaine Paige,Love Hurts,"WEA, WEA, WEA, WEA","WX28, 240796- 1, 240796-1, 240-796- 1",1985,"LP, Album, Gra",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 1.15,For Sale,United Kingdom,VG+ INNER
3747973639,The Electric Light Orchestra*,Confusion / Last Train To London,Jet Records,JET 166,1979,"7"", Single, Pic",,Very Good Plus (VG+),Very Good (VG),GBP 1.57,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT.
3747973579,Edmundo Ros And His Orchestra*, Showboat · Porgy And Bess,"Decca, Decca","LK 4340, LK.4340",0,"LP, Mono",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 4.37,For Sale,United Kingdom,
3747973531,Eddie Rabbitt,Every Which Way But Loose,Elektra,K 12331,1979,"7"", Single",,Very Good Plus (VG+),Generic,GBP 0.58,For Sale,United Kingdom,VG++ VERY LIGHT WEAR ONLY -  CLEAN LABELS - PLAIN SLEEVE.
3747973603,Elaine & Derek*,One Little Robin / Brahms Lullaby,Parlophone,45-R 4783,1961,"7"", Single",,Very Good Plus (VG+),Generic,GBP 1.25,For Sale,United Kingdom,NM- VINYL. ONE LIGHT MARK ONLY. CLEAN LABELS. COMPANY/BIRTH SLEEVE.
3747973720,Ella Fitzgerald,Sings The Cole Porter Songbook Volume II,His Master's Voice,CLP 1084,0,"LP, Album, Mono",,Very Good (VG),Very Good Plus (VG+),GBP 2.03,For Sale,United Kingdom,
3747973654,Electric Light Orchestra,Mr. Blue Sky,Jet Records,UP 36342,1977,"7"", Single",,Very Good Plus (VG+),Generic,GBP 2.49,For Sale,United Kingdom,SLIGHT MISTING ONLY. CLEAN LABELS. ORIG COMPANY SLEEVE.
3747973657,Electric Light Orchestra,Out Of The Blue,"Jet Records, Jet Records","JTLA-823-L2, JT-LA823-L2",1977,"2xLP, Album, San",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 11.09,For Sale,United Kingdom,THE VINYL HAS PAPER SCUFFS ONLY. OPEN EDGE CLIPPED IMPORT. NM INNERS. VG+ POSTER (CLEAR TAPE IN EACH CORNER.). 
3747973651,ELO*,Hold On Tight,Jet Records,JET 7011,1981,"7"", Single",,Near Mint (NM or M-),Generic,GBP 2.0,For Sale,United Kingdom,LOOKS UNPLAYED ! CLEAN LABELS - PLAIN SLEEVE.
3747973666,Electric Light Orchestra,Shine A Little Love,Jet Records,S JET 144,1979,"7"", Single, Com",,Very Good Plus (VG+),Generic,GBP 2.27,For Sale,United Kingdom,VG++ VINYL (VERY LIGHT WEAR ONLY). CLEAN LABELS. PLAIN SLEEVE.
3747973702,Elkie Brooks,Shooting Star,A&M Records,AMLH 64695,1978,"LP, Album",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 2.79,For Sale,United Kingdom,VG++ SLEEVE
3747973672,Electric Light Orchestra,The Light Shines On Vol 2,"Harvest, Harvest","SHSM 2027, 0C 056 - 06 953",1979,"LP, Comp",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 7.38,For Sale,United Kingdom,NM- VINYL. ONE LIGHT MARK ONLY. FROM A REALLY WELL CARED FOR ROCK COLLECTION.
3747973684,The Elegants / Poni-Tails,Little Star / Born Too Late,MCA Records,MCA D-2404,0,"7"", RE, Glo",,Near Mint (NM or M-),Generic,GBP 1.6,For Sale,United Kingdom,TWO CLASSIC SONGS. CLEAN LABELS. MCA RAINBOW SLEEVE.
3747973693,Elkie Brooks,Minutes,A&M Records,AMLX 68565,1984,"LP, Album",,Near Mint (NM or M-),Very Good (VG),GBP 1.45,For Sale,United Kingdom,Includes the rare tour dates insert.
3747973729,Elton John,Breaking Hearts,"The Rocket Record Company, The Rocket Record Company, The Rocket Record Company","HISPD 25, hispd 25, 822 088-1",1984,"LP, Album",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 5.6,For Sale,United Kingdom,NM INNER. LOOKS UNPLAYED. SUPERB ! COMPLETE WITH WHITE HYPE STICKER.
3747973732,Elton John,Candle In The Wind,DJM Records (2),DJS.297,1974,"7"", Single, Kno",,Near Mint (NM or M-),Generic,GBP 3.99,For Sale,United Kingdom,LOOKS UNPLAYED ! CLEAN LABELS - COMPANY SLEEVE.  SUPERB !
3747973645,Electric Light Orchestra,Face The Music,"United Artists Records, Jet Records","UA-LA546-G-0698, UA-LA546-G",1978,"LP, Album, MP, RP",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 11.31,For Sale,United Kingdom,STILL IN OPENED SHRINK - THE VINYL HAS PAPER SCUFFS ONLY. NM INNER. HOLE PUNCHED IMPORT. DJ MATRIX ON SIDE ONE. TML ON SIDE TWO
3747973696,Elkie Brooks,Pearls,A&M Records,ELK 1981,1981,"LP, Comp, MPO",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 2.85,For Sale,United Kingdom,VG++ SLEEVE. SILVER HYPE STICKER. MPO MATRIX. ORIG PLAIN BLACK INNER.
3747973681,The Electric South Feat. Bob Lind,Sing,Not On Label,ELECPRO 001,2005,"10""",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.0,For Sale,United Kingdom,
3747973705,Elkie Brooks,Sunshine After The Rain,A&M Records,AMS 7306,1977,"7"", Single, Juk",,Very Good Plus (VG+),Generic,GBP 0.75,For Sale,United Kingdom,PLAYS EXCELLENT - CLEAN LABELS - COMPANY SLEEVE.
3747973675,Electric Light Orchestra,The Light Shines On Vol 2,"Harvest, Harvest","SHSM 2027, 0C 056 - 06 953",1979,"LP, Comp, RP",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 11.09,For Sale,United Kingdom,NM- VINYL. ONE LIGHT MARK ONLY.  HARVEST HERITAGE SLEEVE.
3747973678,Electric Light Orchestra,The Night The Light Went On (In Long Beach),"Warner Bros. Records, Warner Bros. Records","WB 56058, WB 56 058",0,"LP, Album, RP",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 14.72,For Sale,United Kingdom,XX MATRIX WITH NO MANUFACTURED IN GERMANY ON THE RUN OFFS. VINYL STILL CLINGS TO THE GREEN/WHITE COMPANY ORIGINAL INNER. SUPERB ! TOURING AGAIN !! BEST ON DISCOGS.
3747973648,ELO*,Hold On Tight,Jet Records,ZS5 02408,1981,"7"", Pit",,Near Mint (NM or M-),Generic,GBP 7.54,For Sale,United Kingdom,"GLOSSY VINYL - CLEAN LABELS - PLAIN SLEEVE - SUPERB ! P MATRIX /STYRENE. ONLY UK SELLERS,"
3747973687,Elizabeth Humphries & Charles Young,Playtime,Mr. Pickwick,MP 9032,0,"7"", EP",,Very Good Plus (VG+),No Cover,GBP 0.63,For Sale,United Kingdom,
3747973699,Elkie Brooks,Pearls,A&M Records,ELK 1981,1981,"LP, Comp, CBS",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 3.17,For Sale,United Kingdom,VG++ SLEEVE. OIS BLACK INNER. SILVER HYPE STICKER.
3747973726,Ella Fitzgerald,Songs From The Warner Bros. Film Pete Kelly's Blues (Volume 3),Brunswick,OE 9155,1955,"7"", EP",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 3.17,For Sale,United Kingdom,
3747973714,Ella Fitzgerald,Ella Fitzgerald's Big Sixteen,"Verve Records, Verve Records","VLP 9166, VLP.9166",1967,"LP, Comp, Mono",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 5.08,For Sale,United Kingdom,LOOKS UNPLAYED ! VG++ SLEEVE. 
3747973744,Elton John,Lucy In The Sky With Diamonds,DJM Records (2),DJS.340,1974,"7"", Single, Sol",,Very Good Plus (VG+),Generic,GBP 0.74,For Sale,United Kingdom,ONE LIGHT MARK ONLY. CLEAN LABELS - PLAIN SLEEVE.
3747973669,The Electric Light Orchestra*,The Diary Of Horace Wimp,Jet Records,JET 150,1979,"7"", Single",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 1.57,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT.
3747973717,Ella Fitzgerald,Roxie / My Own Best Friend,Pablo Records,2018 091,1975,"7"", Single",,Near Mint (NM or M-),Generic,GBP 1.25,For Sale,United Kingdom,LOOKS UNPLAYED ! CLEAN LABELS - PLAIN SLEEVE.
3747973711,Ella Fitzgerald,"Ella Fitzgerald Sings ""Embraceable You"" And Other George Gershwin Favourites",Music For Pleasure,MFP 5222,1972,"LP, Comp",,Very Good Plus (VG+),Very Good (VG),GBP 1.46,For Sale,United Kingdom,VG++ VINYL
3747973663,Electric Light Orchestra,Rock 'n' Roll Is King,"Jet Records, Jet Records","A 3500, A3500",1983,"7"", Single, Sil",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 1.5,For Sale,United Kingdom,VG++ VINYL. 
3747973660,Electric Light Orchestra,Out Of The Blue,"Jet Records, Jet Records","JT-LA823-L2, JT-LA823-L2 1198",1977,"2xLP, Album, Gat",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 11.43,For Sale,United Kingdom,VG++ VINYL (LIGHT PAPER SCUFFS ONLY).CLIPPED EDGE IMPORT. NM INNERS. NO POSTER.
3747973735,Elton John,Crocodile Rock,DJM Records (2),DJS.271,1972,"7"", Single, Kno",,Near Mint (NM or M-),Generic,GBP 4.07,For Sale,United Kingdom,THE FULL GLOSS VINYL LOOKS BARELY PLAYED - IF AT ALL. CLEAN LABELS. COMPANY SLEEVE. 
3747973738,Elton John,Goodbye Yellow Brick Road,DJM Records (2),DJS.285,1973,"7"", Single, Kno",,Very Good Plus (VG+),Generic,GBP 1.5,For Sale,United Kingdom,PLAYS EXCELLENT - CLEAN DINKED LABELS - PLAIN SLEEVE.
3747973690,Elkie Brooks,Don't Cry Out Loud,A&M Records,AMS 7395,1978,"7"", Single",,Near Mint (NM or M-),Generic,GBP 1.23,For Sale,United Kingdom,FROM A COLLECTION OF UNPLAYED/BARELY PLAYED 60'S &amp; 70'S SINGLES WERE ARE LISTING THIS MONTH (3/25) CLEAN LABELS. EX+ COMPANY SLEEVE.
3747973741,Elton John,Goodbye Yellow Brick Road,DJM Records (2),DJS.285,1973,"7"", Single, Kno",,Near Mint (NM or M-),Generic,GBP 3.18,For Sale,United Kingdom,B SIDE IS NM-. CLEAN LABELS. COMPANY SLEEVE.
3747973642,Electric Light Orchestra,Discovery,"Jet Records, Jet Records","JET LX 500, JETLX 500",1979,"LP, Album, Gat",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 10.55,For Sale,United Kingdom,NM INNER. VG++ VINYL (LIGHT WEAR ONLY). NO POSTER.
3747973708,Elkie Brooks,Two Days Away,A&M Records,AMLH 68409,1977,"LP, Album",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.49,For Sale,United Kingdom,
3747973723,Ella Fitzgerald,Sings The Rodgers & Hart Songbook,"Verve Records, Verve Records, Verve Records","2683 053, 2352 058, 2352 059",1975,"2xLP, Album, Mono, RE, Gat",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 11.43,For Sale,United Kingdom,CLASSIC ELLA  !
